x,y,z,resultado
5.55834,0.620746,0.893582,7.07266
3.12113,4.01471,3.46416,10.6
9.15128,3.70922,9.00266,21.8632
9.74975,2.0362,3.36406,15.15
4.49934,1.6895,5.47563,11.6645
1.61809,4.98154,1.6419,8.24152
0.036317,8.84182,8.10999,16.9881
5.29954,7.61071,7.45293,20.3632
7.35984,5.0557,7.56523,19.9808
4.70504,9.90051,7.60826,22.2138
0.183111,3.62133,0.0463881,3.85083
4.86343,0.199286,3.63567,8.69839
3.58318,2.20466,8.24671,14.0345
7.50298,3.28623,3.18552,13.9747
3.02499,6.04144,0.943327,10.0098
4.71084,2.00659,7.27012,13.9875
6.19556,1.7716,3.48705,11.4542
1.50121,7.50298,5.78845,14.7926
7.79839,8.95657,5.55437,22.3093
5.63494,0.491958,1.46001,7.5869
4.43312,5.3972,5.31175,15.1421
4.78011,0.843532,7.9342,13.5578
9.7586,3.17484,6.7217,19.6551
8.30287,1.06998,2.71096,12.0838
5.53423,6.10675,5.42009,17.0611
4.90982,7.58385,0.834986,13.3287
8.15516,7.29331,4.62783,20.0763
9.25138,7.87622,2.38136,19.509
9.12839,8.89523,2.1836,20.2072
1.71422,8.44356,6.76077,16.9185
7.893,6.45344,9.27061,23.6171
7.21305,3.53496,1.12674,11.8748
2.65847,8.2049,6.95639,17.8198
2.0835,4.8967,9.85687,16.8371
5.8269,7.21641,4.597,17.6403
4.46364,3.87249,8.5168,16.8529
1.27812,1.98859,0.641499,3.9082
4.02417,5.76861,0.108951,9.90173
7.61986,0.732444,7.73553,16.0878
2.87393,8.50398,5.01633,16.3942
0.657674,7.03909,6.45009,14.1469
2.13874,9.55199,0.138554,11.8293
6.10584,1.40416,1.76336,9.27335
9.35972,3.24046,8.51802,21.1182
6.13849,5.27726,9.78515,21.2009
1.71484,0.886563,9.51781,12.1192
7.09555,3.22184,5.44694,15.7643
0.409864,5.2504,2.61177,8.27204
6.67135,5.68468,1.19694,13.553
3.61766,4.63485,6.2917,14.5442
3.55785,0.963775,8.39167,12.9133
0.38789,6.90786,8.78201,16.0778
6.97897,1.56865,3.33873,11.8863
7.16758,5.99292,0.394604,13.5551
4.12122,8.44783,5.03922,17.6083
3.28684,9.27549,9.71557,22.2779
6.37867,7.84448,7.86493,22.0881
3.19773,0.0732444,8.65047,11.9214
6.82699,1.01749,5.95141,13.7959
2.63161,1.14933,5.91235,9.69329
7.70074,8.02789,3.2075,18.9361
4.47218,9.40123,6.039,19.9124
4.07331,4.46181,9.81597,18.3511
9.21079,4.61165,2.7842,16.6066
4.74349,5.61968,9.17173,19.5349
5.65416,2.75369,2.92215,11.33
9.69085,7.53807,4.61043,21.8394
1.3303,3.01889,0.42909,4.77828
1.70232,9.57396,9.28068,20.557
0.0155644,3.78765,2.91482,6.71804
4.08124,0.30427,1.36814,5.75365
7.27409,2.37739,3.26762,12.9191
3.00516,8.53511,6.81661,18.3569
5.06943,2.88888,1.08463,9.04294
8.3639,5.43504,8.97549,22.7744
4.6556,2.02643,1.73193,8.41395
6.99911,3.53069,5.48662,16.0164
4.31654,0.681783,7.17582,12.1741
3.45897,4.71389,3.44218,11.615
6.3567,5.58245,3.19193,15.1311
1.92022,3.81207,0.658589,6.39088
7.29453,6.63656,3.53496,17.466
5.05417,7.89056,0.0848415,13.0296
7.73247,8.0694,4.30799,20.1099
7.58812,5.52324,2.09815,15.2095
5.11185,1.20975,2.4366,8.7582
0.383618,6.08783,2.05512,8.52657
4.7734,0.18128,1.99652,6.9512
1.25614,7.89239,4.14808,13.2966
3.661,4.96323,2.48726,11.1115
7.76574,6.94571,3.65276,18.3642
7.91406,5.61113,5.19547,18.7207
1.06601,6.6274,4.28693,11.9803
1.69225,3.08481,8.7994,13.5765
4.8262,3.69427,1.86407,10.3845
1.1713,2.37983,4.6205,8.17164
5.53179,9.21018,6.00391,20.7459
5.94043,8.76461,6.62313,21.3282
6.35548,5.33616,4.55794,16.2496
1.30467,4.11237,2.69326,8.11029
2.49794,1.76733,6.92709,11.1924
0.488296,3.85083,3.12326,7.46239
7.72942,0.133061,8.7814,16.6439
6.68081,2.18787,0.837733,9.70641
6.01062,2.21686,8.14447,16.372
2.55654,0.231635,6.98691,9.77508
4.83566,9.57823,7.58812,22.002
0.534074,4.70931,6.32221,11.5656
4.53169,9.36583,5.65172,19.5492
1.90649,0.374767,0.550859,2.83212
6.43971,5.04563,8.84243,20.3278
8.3108,3.2252,5.84368,17.3797
8.94284,2.65511,9.86847,21.4664
6.04511,0.467238,4.13709,10.6494
9.93103,4.30372,4.43129,18.666
3.7788,3.14371,8.03613,14.9586
3.76751,2.23914,4.15601,10.1627
8.41548,4.58815,7.2808,20.2844
6.38539,0.0769066,3.32408,9.78637
3.59905,8.77621,2.09082,14.4661
0.0570696,4.07971,8.2815,12.4183
1.7655,3.35429,6.54317,11.663
5.88092,7.84845,6.91916,20.6485
5.03769,8.94375,4.68215,18.6636
3.37321,9.75066,7.75353,20.8774
3.88012,5.47838,4.59059,13.9491
9.00632,5.08622,0.110172,14.2027
6.51143,4.09345,2.37434,12.9792
5.30381,5.63402,4.97971,15.9175
7.86187,5.67156,0.234077,13.7675
5.49608,9.08506,6.51753,21.0987
5.65416,0.850856,1.71239,8.21741
1.95379,1.20334,3.1782,6.33534
4.15113,7.33299,4.11084,15.595
5.93493,5.60686,1.30985,12.8517
4.58785,4.95407,4.16883,13.7107
7.84539,1.07089,8.97671,17.893
6.47328,3.46232,9.69817,19.6338
7.46239,5.51103,0.0695822,13.043
7.09067,8.50307,8.1457,23.7394
8.66604,0.493789,4.64309,13.8029
8.89706,4.23048,4.34828,17.4758
9.42381,1.55919,7.12394,18.1069
7.34336,2.46345,5.21348,15.0203
1.30009,9.02799,5.88305,16.2111
6.19526,4.65102,0.0289926,10.8753
9.89532,2.58431,1.789,14.2686
4.95071,0.361644,2.77566,8.08802
4.58724,2.0069,6.14063,12.7348
4.69253,0.7828,8.45943,13.9348
9.02768,7.2103,5.9624,22.2004
5.91418,4.10932,0.347606,10.3711
9.2346,4.54939,3.33842,17.1224
5.79058,7.9104,0.326243,14.0272
0.144658,4.30891,1.49907,5.95264
4.25367,7.893,1.63457,13.7812
0.332347,7.76543,0.00061037,8.09839
9.35392,9.12809,3.27342,21.7554
4.53139,2.38472,0.811792,7.7279
3.95795,1.06784,9.59929,14.6251
0.902737,1.86163,2.68899,5.45335
9.15036,7.77825,8.34315,25.2718
0.850856,5.07065,9.129,15.0505
5.95752,5.99628,6.70339,18.6572
9.92065,5.82873,1.69378,17.4432
7.52464,2.17048,9.56664,19.2618
5.13016,4.9263,1.85247,11.9089
9.80194,1.75787,7.51701,19.0768
3.24351,8.39503,6.91763,18.5562
1.50395,6.02557,6.38386,13.9134
2.24708,2.72347,5.45152,10.4221
4.73251,9.68505,5.87176,20.2893
0.892972,9.9411,0.885647,11.7197
7.51152,3.07657,3.5847,14.1728
4.85977,4.40809,5.32548,14.5933
9.83947,1.64403,3.75896,15.2425
9.11771,0.0564592,4.82437,13.9985
6.88284,9.27274,8.45485,24.6104
0.715354,2.9252,9.07987,12.7204
7.98395,7.01529,4.14991,19.1491
0.679342,0.429395,8.74294,9.85168
9.37101,1.01321,9.8178,20.202
4.27534,7.09433,8.64956,20.0192
3.18125,9.29441,4.92874,17.4044
1.80273,7.75567,1.45543,11.0138
6.82699,2.85745,8.65932,18.3438
3.59203,4.72365,9.7058,18.0215
6.12659,8.26716,6.12964,20.5234
9.21628,6.35365,1.48564,17.0556
4.2436,3.1428,5.02091,12.4073
8.3813,2.15033,1.78838,12.32
7.55242,8.68252,7.65893,23.8939
5.73504,5.17624,4.78317,15.6944
0.349437,0.951567,0.84933,2.15033
0.219733,7.3928,7.59484,15.2074
4.10749,1.3715,9.69481,15.1738
7.81243,8.90255,0.195624,16.9106
4.94247,2.86355,3.49162,11.2976
0.811487,9.10459,4.86923,14.7853
6.44063,7.74316,2.949,17.1328
3.50139,7.79992,8.63521,19.9365
5.14695,2.92856,9.52269,17.5982
9.25596,8.51772,9.32646,27.1001
4.18012,3.59386,0.982086,8.75607
4.2674,6.04389,6.86789,17.1792
7.7871,4.30311,3.58989,15.6801
4.25916,6.55873,2.04749,12.8654
7.49535,3.17728,1.75176,12.4244
9.0817,3.18003,1.87506,14.1368
0.0582904,5.98041,1.96997,8.00867
2.22358,3.3314,9.78729,15.3423
9.92676,9.45952,0.59328,19.9796
4.23933,8.4225,6.7159,19.3777
5.68987,3.05918,5.51317,14.2622
7.15506,2.1482,1.62633,10.9296
2.17475,1.50639,1.80761,5.48875
7.34001,2.46529,3.83129,13.6366
8.77895,3.98419,1.67608,14.4392
3.3195,5.30106,0.412915,9.03348
1.53203,4.93637,1.05411,7.52251
8.86044,6.50868,6.7275,22.0966
2.49214,3.19376,0.319224,6.00513
6.59841,3.7553,2.42225,12.776
6.64724,6.37715,5.73077,18.7551
9.76836,3.17209,5.97675,18.9172
4.81765,2.62093,2.96579,10.4044
5.46587,7.96258,3.68053,17.109
2.30842,7.86401,5.52751,15.6999
8.60469,8.99655,0.46907,18.0703
8.55098,0.473342,0.200507,9.22483
7.53716,1.96753,6.38295,15.8876
3.93597,2.11615,0.346385,6.39851
6.47786,3.20933,9.85931,19.5465
7.71203,0.7416,6.9042,15.3578
2.61727,8.00836,3.85022,14.4758
6.46626,4.6321,7.77154,18.8699
3.40587,2.45247,9.13968,14.998
7.57286,1.86254,0.0061037,9.44151
8.19544,3.78948,7.45445,19.4394
7.32017,3.53465,7.27561,18.1304
4.44166,6.1507,1.28056,11.8729
0.485855,7.98425,8.44386,16.914
8.31385,9.62096,3.95795,21.8928
8.1399,3.11167,3.35398,14.6055
9.02402,2.21351,8.876,20.1135
4.70199,1.26438,0.01648,5.98285
1.75604,7.6046,6.6982,16.0588
4.98276,1.98309,4.77126,11.7371
1.98584,7.75842,0.726646,10.4709
8.36238,8.64162,4.82345,21.8274
0.487075,0.0616474,9.05789,9.60662
1.6599,1.83416,2.11005,5.60411
9.66277,4.53658,4.30738,18.5067
5.85528,1.51555,9.96704,17.3379
4.28785,9.38505,3.65856,17.3315
5.90808,7.65587,0.804773,14.3687
9.53337,3.75774,0.0463881,13.3375
8.72341,1.7777,5.21714,15.7183
2.51411,6.50441,5.71368,14.7322
3.07718,5.42131,1.85553,10.354
6.83645,9.99512,8.36085,25.1924
8.30805,2.6252,4.31928,15.2525
8.92697,0.152898,3.97931,13.0592
7.03116,8.14661,7.40165,22.5794
6.59444,8.85891,5.38224,20.8356
2.32124,7.59697,1.63213,11.5503
0.521867,4.12244,7.74102,12.3853
2.93588,6.26362,3.34697,12.5465
4.48744,8.12922,8.31385,20.9305
2.52998,6.27033,8.7878,17.5881
6.30482,4.69222,3.27158,14.2686
1.6361,3.25114,6.22608,11.1133
5.00992,7.03146,6.34968,18.3911
5.74023,0.0573748,1.05686,6.85446
6.94235,5.42436,8.20093,20.5676
0.29664,2.45216,6.49159,9.24039
0.353099,3.34361,8.10144,11.7982
5.27177,6.53462,8.1106,19.917
1.2302,1.50731,7.23136,9.96887
9.00449,6.02466,5.41917,20.4483
8.44386,3.02652,1.4658,12.9362
5.10636,5.74328,8.86074,19.7104
0.317087,0.839259,7.64,8.79635
8.01141,1.95654,7.80999,17.7779
3.58379,2.05603,6.86972,12.5095
3.90027,6.9039,5.07431,15.8785
5.61724,4.03668,8.00439,17.6583
5.31297,0.0842311,7.68365,13.0808
8.12372,5.15305,9.83184,23.1086
1.04831,8.97671,3.44096,13.466
1.35258,0.554826,8.58425,10.4917
9.24406,3.05521,9.14579,21.4451
8.60866,1.0947,3.78033,13.4837
1.98492,3.50597,0.786767,6.27766
7.66442,3.11197,6.80624,17.5826
5.78265,3.16507,9.61974,18.5675
4.83474,9.29716,9.05942,23.1913
4.91043,3.18888,2.12165,10.221
5.22355,7.60033,6.2801,19.104
5.24735,1.01566,7.62749,13.8905
5.25376,7.34916,9.06583,21.6688
6.133,4.60402,6.20197,16.939
7.2866,0.670186,2.78817,10.745
8.07764,6.92404,2.31117,17.3128
7.16117,4.19904,9.45219,20.8124
6.21021,8.53603,8.30348,23.0497
0.128178,2.1839,5.68743,7.99951
4.38368,1.02298,6.87887,12.2855
5.10941,8.66604,1.33305,15.1085
4.07666,6.33808,4.88998,15.3047
7.7926,4.71358,8.15455,20.6607
6.95273,2.99417,3.16202,13.1089
5.97827,7.9751,4.43495,18.3883
1.35228,5.76525,9.85992,16.9774
2.09418,7.28019,4.72121,14.0956
2.39998,7.36106,9.47935,19.2404
4.14655,5.99841,1.12064,11.2656
4.008,4.71786,7.06503,15.7909
3.81603,5.52049,9.5294,18.8659
0.151982,5.2913,8.98129,14.4246
5.19486,5.89038,7.23472,18.32
3.58806,6.33381,8.78689,18.7088
6.03137,5.46312,3.74462,15.2391
3.95032,8.83969,0.67629,13.4663
1.58452,6.80563,0.700095,9.09024
5.16526,3.86456,4.85519,13.885
5.49516,3.1077,5.5739,14.1768
5.55864,8.56685,0.318613,14.4441
8.74538,9.38475,3.80749,21.9376
4.22651,8.7756,2.1012,15.1033
3.03751,6.99362,1.30985,11.341
5.37004,0.477309,3.34544,9.19279
5.009,9.6997,0.132756,14.8415
9.66887,0.503555,8.82809,19.0005
8.90103,5.94043,0.854823,15.6963
9.59105,3.21238,7.05313,19.8566
3.8319,6.34266,2.02094,12.1955
5.09598,1.31687,3.98938,10.4022
3.95306,9.15586,6.15101,19.2599
8.69839,1.42979,4.20057,14.3287
1.73711,0.345164,9.57488,11.6572
5.60656,4.70534,5.76281,16.0747
2.71889,0.892361,5.95996,9.57121
6.85232,6.31672,5.22507,18.3941
0.417188,2.62001,7.08274,10.1199
2.25379,0.745872,9.20499,12.2047
9.16562,6.84256,5.4265,21.4347
6.95273,9.16807,1.25675,17.3775
6.43635,8.60714,7.82952,22.873
1.3712,6.87887,7.67479,15.9249
1.1771,4.45906,3.86578,9.50194
1.02908,8.96756,5.12528,15.1219
6.96524,4.81552,3.21909,14.9998
0.94821,7.52892,7.71722,16.1943
4.66353,4.39039,9.21079,18.2647
0.65096,9.91058,2.53883,13.1004
4.991,6.94845,7.15476,19.0942
1.24485,1.01352,2.08777,4.34614
3.22733,5.21561,2.55562,10.9986
7.04093,9.80743,0.629292,17.4776
2.43507,4.29487,1.6071,8.33705
1.82989,7.17612,0.610981,9.61699
4.34309,8.66756,1.23692,14.2476
5.58702,5.30106,6.04511,16.9332
4.6202,0.0805689,4.31593,9.01669
2.23548,4.17188,3.55846,9.96582
7.97266,7.53105,3.88531,19.389
4.43556,4.83932,9.78454,19.0594
4.52223,2.46345,4.55275,11.5384
8.4109,7.86126,7.23319,23.5054
8.56105,3.40739,5.88855,17.857
1.85186,5.33952,0.954619,8.146
0.243843,5.86016,7.89178,13.9958
2.16315,2.22968,6.44917,10.842
6.34938,6.52638,8.70174,21.5775
2.04016,3.48003,6.64418,12.1644
4.15052,7.29179,5.92029,17.3626
5.77715,4.28693,3.59233,13.6564
8.9404,4.7972,1.4423,15.1799
4.10779,7.56127,0.0924711,11.7615
7.10105,7.43828,1.82745,16.3668
8.99533,1.87078,8.95199,19.8181
9.05576,4.28724,8.20917,21.5522
3.85937,0.86581,4.3553,9.08048
6.2157,1.08585,7.81243,15.114
0.549333,7.80297,2.0072,10.3595
9.42412,8.31141,9.55962,27.2951
3.11319,2.4662,3.6372,9.21659
9.61608,6.65792,5.24125,21.5152
1.43223,8.82778,8.36116,18.6212
0.731224,7.32414,1.58666,9.64202
6.22272,6.40614,9.49431,22.1232
6.57552,9.51354,3.50078,19.5898
2.09296,2.77291,2.00385,6.86972
3.58043,6.79891,1.02908,11.4084
8.49391,5.20035,4.08307,17.7773
6.51631,8.70449,8.47774,23.6985
0.745872,2.37373,7.59758,10.7172
0.38728,5.28367,9.85565,15.5266
6.18336,8.58882,7.6516,22.4238
5.29344,1.87597,6.60512,13.7745
4.98062,9.19156,2.4662,16.6384
8.15851,9.81964,7.75903,25.7372
2.76742,3.48216,2.45125,8.70083
2.19977,8.00134,5.41307,15.6142
3.86181,6.06708,2.98166,12.9106
8.08557,0.909452,5.99658,14.9916
1.16703,6.03473,0.268258,7.47002
6.13117,2.63192,6.5212,15.2843
2.70119,1.55126,5.0322,9.28465
2.89102,4.22803,1.0184,8.13746
6.61794,1.78564,5.7503,14.1539
4.35133,5.36058,2.00903,11.7209
7.69768,4.73983,3.25724,15.6948
7.86889,1.25278,1.31596,10.4376
9.87121,4.803,2.72378,17.398
2.28919,4.17188,0.103458,6.56453
2.62246,3.96069,8.74416,15.3273
6.5508,6.01245,5.93158,18.4948
5.41643,1.76885,5.68773,12.873
7.81091,6.38112,1.11972,15.3117
4.74868,7.74316,9.8645,22.3563
6.94052,0.133671,8.06513,15.1393
4.41023,1.94464,3.66863,10.0235
8.40022,0.838954,9.59349,18.8327
2.20099,1.51128,5.94592,9.65819
9.25352,3.37779,2.21717,14.8485
6.99759,8.9523,8.62941,24.5793
4.68917,1.09561,3.5432,9.32798
9.9237,8.43745,8.46278,26.8239
1.09378,1.85217,8.30439,11.2503
3.71838,5.30808,5.61266,14.6391
8.77071,4.20606,6.7983,19.7751
6.44368,7.89361,9.43205,23.7693
1.01444,1.08432,1.1829,3.28166
0.681173,5.6505,6.81265,13.1443
0.736717,4.87106,5.32914,10.9369
8.62941,9.93591,1.70598,20.2713
6.3918,6.14887,9.02371,21.5644
8.19514,9.59349,6.75985,24.5485
1.87414,9.59593,3.52184,14.9919
6.61763,9.26542,0.845668,16.7287
6.55263,6.03076,8.96695,21.5503
7.54601,0.150151,0.805384,8.50154
7.96014,0.555132,1.33061,9.84588
6.1092,7.09525,3.26456,16.469
7.09677,4.41572,3.50688,15.0194
5.60411,8.65719,4.09528,18.3566
1.09165,3.85601,8.24488,13.1925
0.212714,4.36903,0.327769,4.90951
6.34388,4.09253,6.02924,16.4657
1.95257,2.14148,3.21879,7.31285
3.48857,1.87658,5.01205,10.3772
8.02759,4.75997,3.09885,15.8864
9.85076,7.15781,8.95108,25.9597
8.2223,4.0672,7.72057,20.0101
1.70537,4.38246,9.0524,15.1402
2.15156,0.897855,7.41478,10.4642
3.92773,8.20673,2.89468,15.0291
4.31898,4.3965,3.66558,12.3811
4.69253,8.09229,4.50056,17.2854
2.30476,2.25257,3.98328,8.54061
4.10352,2.70272,0.332347,7.13858
1.23753,9.90722,6.4388,17.5835
4.14075,9.39299,2.81564,16.3494
7.25028,8.11518,3.18674,18.5522
9.46104,7.70776,2.14515,19.3139
5.14115,0.698874,4.97391,10.8139
0.549638,9.88586,4.89364,15.3291
2.20557,4.11634,9.27946,15.6014
8.79513,7.16392,0.524308,16.4834
2.39875,3.83129,4.59243,10.8225
3.45683,9.44975,0.621052,13.5276
3.92956,5.71734,3.66741,13.3143
9.52208,8.91415,6.66219,25.0984
0.268563,0.02472,0.646382,0.939665
9.26267,6.51631,6.81143,22.5904
0.672628,7.10837,1.95898,9.73998
5.28184,5.64867,6.66341,17.5939
2.91177,4.36903,0.147099,7.4279
5.0914,0.233467,9.45006,14.7749
9.17692,8.95657,4.47066,22.6041
3.1666,6.96371,4.11756,14.2479
7.42668,6.97073,3.57189,17.9693
2.12592,4.21705,1.20243,7.5454
5.91449,3.44005,4.87869,14.2332
6.51936,4.72152,2.76772,14.0086
9.58983,4.47981,4.03027,18.0999
6.8508,6.56697,0.10712,13.5249
4.75448,0.00335704,6.70095,11.4588
4.232,8.89981,7.71691,20.8487
3.9906,8.43471,5.98621,18.4115
3.6436,5.84368,0.399792,9.88708
8.23939,0.271615,2.3014,10.8124
2.49001,6.11438,8.60408,17.2085
8.25068,1.35777,0.713828,10.3223
7.15293,7.68822,1.40294,16.2441
4.66384,5.56658,4.09925,14.3297
9.89135,8.00745,3.19193,21.0907
