x,y,z,resultado
8.05811,0.878933,5.07981,35.9779
0.983306,3.25877,4.96475,15.9089
3.77728,1.96936,9.241,68.7421
9.67284,3.27342,7.87317,249.29
2.59102,3.72234,6.96707,67.1951
4.83139,0.900296,1.33854,5.82223
6.1916,1.81677,3.33049,37.4636
1.79968,7.82464,9.06186,127.608
1.59124,7.75384,5.58641,68.9262
5.40819,4.14197,3.867,86.6229
0.34608,8.6462,1.42582,4.26646
2.36763,9.74059,7.90246,182.247
4.9556,7.04672,2.42256,84.5975
2.14209,8.05322,2.27515,39.2482
7.25456,3.84808,1.06906,29.8441
8.60927,2.74972,1.93609,45.8333
8.88302,1.53386,7.0867,96.5586
2.97189,3.50017,4.91806,51.1582
3.99579,4.75204,9.5642,181.606
5.73626,4.84268,1.30955,36.3778
5.5855,1.62481,2.21259,20.08
3.40861,8.71059,7.83013,232.485
5.31297,3.58959,5.83483,111.278
5.11521,2.50252,9.82757,125.802
8.87844,5.18693,1.26377,58.199
6.86636,7.03177,5.2031,251.22
0.929899,9.29105,3.7907,32.7507
7.92535,8.47499,5.40147,362.802
1.58422,9.07773,2.68685,38.6398
5.94928,1.81616,8.47804,91.6037
7.02902,6.79891,3.12784,149.479
6.49678,6.50685,9.57976,404.971
5.69536,2.41432,8.85067,121.701
9.38597,4.37635,6.23341,256.045
5.32792,3.59264,8.51558,162.999
0.510269,1.49571,0.845668,0.645427
1.22288,3.77087,3.20841,14.795
4.2909,5.9389,2.06793,52.6977
8.19086,8.10236,3.09305,205.271
0.248115,8.49025,1.37669,2.90008
4.67879,9.48668,4.12061,182.898
8.45149,9.54497,2.65481,214.161
3.21116,9.71038,7.22648,225.333
4.08246,8.96908,1.94342,71.1601
3.12082,5.27665,8.77255,144.462
2.31635,2.82632,3.15958,20.685
5.70666,5.01785,8.45027,241.975
2.39051,7.85028,4.64339,87.1388
4.70473,8.33003,5.63128,220.693
5.38347,7.59972,2.21107,90.461
2.55989,0.0701926,3.54442,0.636881
5.08347,9.65545,8.15394,400.221
1.67486,2.08411,8.87173,30.9675
6.66494,7.21244,3.6082,173.448
5.84613,3.22825,8.67306,163.684
4.93301,7.27256,5.1915,186.248
6.73574,0.862148,3.21513,18.6709
3.9256,7.58324,6.95395,207.01
9.68169,8.36879,8.5287,691.03
3.89142,1.75542,6.86636,46.9047
8.73898,6.56117,2.61422,149.894
1.37761,2.86874,4.40138,17.3942
8.73287,3.10587,0.418409,11.3486
4.58205,6.59597,3.61888,109.374
8.62453,4.57839,1.22318,48.2991
0.517594,1.69866,5.70299,5.01416
1.82562,1.72124,4.22987,13.2916
4.15723,4.90249,7.42546,151.337
1.5537,1.16398,0.0912503,0.165023
3.79925,4.91256,8.74477,163.213
9.08597,7.48527,4.2085,286.224
2.70455,2.93222,4.95956,39.331
6.17023,9.38688,8.0163,464.298
5.82049,0.739464,7.75842,33.3925
6.05457,4.06201,3.49651,85.9921
3.39122,8.40327,6.40248,182.453
6.9274,5.89953,9.9942,408.447
1.72369,8.35841,6.39729,92.1675
3.21299,0.685141,7.35679,16.1949
6.53737,7.03177,9.58007,440.389
0.421461,5.69506,1.7066,4.09624
7.4865,5.76891,7.86065,339.493
4.35652,0.789514,6.02893,20.7367
4.79751,5.73016,4.12122,113.294
1.66387,7.03574,3.48003,40.7391
1.79449,2.92459,9.25901,48.5926
